[0, 0.0]
[1004, 0.1640932559967041]
[1005, 0.18062710762023926]
[1006, 0.15262293815612793]
[1007, 0.1511249542236328]
[1008, 0.1530904769897461]
[1009, 0.1866137981414795]
[1010, 0.49735260009765625]
[1011, 0.15112638473510742]
[1012, 0.15559053421020508]
[1013, 0.17665672302246094]
[1014, 0.16410231590270996]
[1015, 0.16009855270385742]
[1016, 0.18415236473083496]
[1017, 0.16211509704589844]
[1018, 0.1626131534576416]
[1019, 0.16713809967041016]
[1020, 0.15661144256591797]
[1021, 0.21665453910827637]
[1022, 0.20514345169067383]
[1023, 0.17662477493286133]
[1024, 0.15611028671264648]
[1025, 0.1651155948638916]
[1026, 0.18211579322814941]
[1027, 0.16461753845214844]
[1028, 0.17662668228149414]
[1029, 0.16009974479675293]
[1030, 0.16061186790466309]
[1031, 0.1696155071258545]
[1032, 0.1581122875213623]
[1033, 0.16661834716796875]
[1034, 0.17612123489379883]
[1035, 0.21664023399353027]
[1036, 0.20564770698547363]
[1037, 0.19763994216918945]
[1038, 0.20464634895324707]
[1039, 0.20964741706848145]
[1040, 0.3532538414001465]
[1041, 0.67948317527771]
[1042, 0.3622570037841797]
[1043, 0.2446742057800293]
[1044, 0.19764089584350586]
[1045, 0.20314478874206543]
[1046, 0.22115635871887207]
[1047, 0.18813395500183105]
[1048, 0.20214414596557617]
[1049, 0.30321574211120605]
[1050, 0.6844847202301025]
[1051, 0.23916983604431152]
[1052, 0.21064972877502441]
[1053, 0.23766803741455078]
[1054, 0.17362475395202637]
[1055, 0.17812705039978027]
[1056, 0.18762660026550293]
[1057, 0.20264387130737305]
[1058, 0.1891341209411621]
[1059, 0.1821143627166748]
[1060, 0.16211438179016113]
[1061, 0.16311430931091309]
[1062, 0.16813945770263672]
[1063, 0.1726229190826416]
[1064, 0.18413066864013672]
[1065, 0.2181544303894043]
[1066, 0.19063496589660645]
[1067, 0.30271363258361816]
[1068, 0.20214295387268066]
[1069, 0.2016432285308838]
[1070, 0.19363808631896973]
[1071, 0.27019357681274414]
[1072, 0.2421715259552002]
[1073, 0.27969813346862793]
[1074, 0.2616865634918213]
[1075, 0.2226579189300537]
[1076, 0.24817752838134766]
[1077, 0.24267077445983887]
[1078, 0.29821133613586426]
[1079, 0.23116374015808105]
[1080, 0.2521793842315674]
[1081, 0.25267839431762695]
[1082, 0.19929718971252441]
[1083, 0.18513131141662598]
[1084, 0.206146240234375]
[1085, 0.2211596965789795]
[1086, 0.18312978744506836]
[1087, 0.22822117805480957]
[1088, 0.19563841819763184]
[1089, 0.19563913345336914]
[1090, 0.26218557357788086]
[1091, 0.20964932441711426]
[1092, 0.1991405487060547]
[1093, 0.17862606048583984]
[1094, 0.17814254760742188]
[1095, 0.17662501335144043]
[1096, 0.1796579360961914]
[1097, 0.18110918998718262]
[1098, 0.20716142654418945]
[1099, 0.1826343536376953]
[1100, 0.17110228538513184]
[1101, 0.23616909980773926]
[1102, 0.2226567268371582]
[1103, 0.2101459503173828]
[1104, 0.1946423053741455]
[1105, 0.18166279792785645]
[1106, 0.20015621185302734]
[1107, 0.1881399154663086]
[1108, 0.19563865661621094]
[1109, 0.2036573886871338]
[1110, 0.18561959266662598]
[1111, 0.21365046501159668]
[1112, 0.1896522045135498]
[1113, 0.20462584495544434]
[1114, 0.31021904945373535]
[1115, 0.18569397926330566]
[1116, 0.1976184844970703]
[1117, 0.19164061546325684]
[1118, 0.24517321586608887]
[1119, 0.20364594459533691]
[1120, 0.18615055084228516]
[1121, 0.19024181365966797]
[1122, 0.19065499305725098]
[1123, 0.1926565170288086]
[1124, 0.34536004066467285]
[1125, 0.25017738342285156]
[1126, 0.21466326713562012]
[1127, 0.32773256301879883]
[1128, 0.21515536308288574]
[1129, 0.2301630973815918]
[1130, 0.21715426445007324]
[1131, 0.26969170570373535]
[1132, 0.24568867683410645]
[1133, 0.19612503051757812]
[1134, 0.1982734203338623]
[1135, 0.2376689910888672]
[1136, 0.26969075202941895]
[1137, 0.20464396476745605]
[1138, 0.18715262413024902]
[1139, 0.19964146614074707]
[1140, 0.2201368808746338]
[1141, 0.4263017177581787]
[1142, 0.22367358207702637]
[1143, 0.23365092277526855]
[1144, 0.22415828704833984]
[1145, 0.28876590728759766]
[1146, 0.2321641445159912]
[1147, 0.2907094955444336]
[1148, 0.22716188430786133]
[1149, 0.3722646236419678]
[1150, 0.20966267585754395]
[1151, 0.2011427879333496]
[1152, 0.19815850257873535]
[1153, 0.27868008613586426]
[1154, 0.23766827583312988]
[1155, 0.19916033744812012]
[1156, 0.2271595001220703]
[1157, 0.22265863418579102]
[1158, 0.24617505073547363]
[1159, 0.2771947383880615]
[1160, 0.24817657470703125]
[1161, 0.23366665840148926]
[1162, 0.24267292022705078]
[1163, 0.20914888381958008]
[1164, 0.2271585464477539]
[1165, 0.2191765308380127]
[1166, 0.2831997871398926]
[1167, 0.24067163467407227]
[1168, 0.2561814785003662]
[1169, 0.25718235969543457]
[1170, 0.24467778205871582]
[1171, 0.24323415756225586]
[1172, 0.23116254806518555]
[1173, 0.20816802978515625]
[1174, 0.2161564826965332]
[1175, 0.27369141578674316]
[1176, 0.22867536544799805]
[1177, 0.2106304168701172]
[1178, 0.22415995597839355]
[1179, 0.210648775100708]
[1180, 0.27567362785339355]
[1181, 0.23469948768615723]
[1182, 0.21817231178283691]
[1183, 0.21163034439086914]
[1184, 0.2706923484802246]
[1185, 0.3362386226654053]
[1186, 0.25517773628234863]
[1187, 0.22714662551879883]
[1188, 0.3592550754547119]
[1189, 0.21014881134033203]
[1190, 0.21165084838867188]
[1191, 0.33280110359191895]
[1192, 0.23867011070251465]
[1193, 0.20066189765930176]
[1194, 0.2016429901123047]
[1195, 0.2446880340576172]
[1196, 0.22864890098571777]
[1197, 0.22616100311279297]
[1198, 0.1966419219970703]
[1199, 0.2086479663848877]
[1200, 0.22365903854370117]
[1201, 0.23166298866271973]
[1202, 0.21665501594543457]
[1203, 0.21915626525878906]
[1204, 0.27469301223754883]
[1205, 0.23365306854248047]
[1206, 0.24567222595214844]
[1207, 0.20714640617370605]
[1208, 0.23666858673095703]
[1209, 0.2251572608947754]
[1210, 0.23416709899902344]
[1211, 0.2276613712310791]
[1212, 0.21365070343017578]
[1213, 0.24016618728637695]
[1214, 0.22319841384887695]
[1215, 0.25219225883483887]
[1216, 0.22416019439697266]
[1217, 0.23918461799621582]
[1218, 0.22015714645385742]
[1219, 0.22916340827941895]
[1220, 0.22668004035949707]
[1221, 0.213151216506958]
[1222, 0.23066306114196777]
[1223, 0.21665406227111816]
[1224, 0.2576785087585449]
[1225, 0.21914076805114746]
[1226, 0.26468729972839355]
[1227, 0.23566579818725586]
[1228, 0.26468777656555176]
[1229, 0.26718997955322266]
[1230, 0.3212292194366455]
[1231, 0.23816990852355957]
[1232, 0.29619622230529785]
[1233, 0.3592557907104492]
[1234, 0.2356710433959961]
[1235, 0.24821972846984863]
[1236, 0.2851889133453369]
[1237, 0.31022047996520996]
[1238, 0.2897059917449951]
[1239, 0.7085103988647461]
[1240, 0.38427162170410156]
[1241, 0.2661881446838379]
[1242, 0.2351679801940918]
[1243, 0.2466745376586914]
[1244, 0.2786984443664551]
[1245, 0.3107187747955322]
[1246, 0.25269389152526855]
[1247, 0.35625338554382324]
[1248, 0.3182253837585449]
[1249, 0.25267982482910156]
[1250, 0.27219319343566895]
[1251, 0.2877047061920166]
[1252, 0.336226224899292]
[1253, 0.24468731880187988]
[1254, 0.320725679397583]
[1255, 0.34574460983276367]
[1256, 0.24469590187072754]
[1257, 0.25766849517822266]
[1258, 0.27019309997558594]
[1259, 0.26969170570373535]
[1260, 0.23618602752685547]
[1261, 0.25267910957336426]
[1262, 0.2511780261993408]
[1263, 0.44982028007507324]
[1264, 0.39678096771240234]
[1265, 0.2616860866546631]
[1266, 0.29871034622192383]
[1267, 0.25017857551574707]
[1268, 0.23116350173950195]
[1269, 0.2387394905090332]
[1270, 0.23618531227111816]
[1271, 0.2677755355834961]
[1272, 0.30573153495788574]
[1273, 0.29871082305908203]
[1274, 0.3402278423309326]
[1275, 0.3182260990142822]
[1276, 0.34374427795410156]
[1277, 0.3792688846588135]
[1278, 0.5108761787414551]
[1279, 0.5959224700927734]
[1280, 0.5023584365844727]
[1281, 0.4483187198638916]
[1282, 0.38277220726013184]
[1283, 0.33123350143432617]
[1284, 0.4333062171936035]
[1285, 0.4503328800201416]
[1286, 0.33974289894104004]
[1287, 0.41379427909851074]
[1288, 0.2922070026397705]
[1289, 0.43930935859680176]
[1290, 0.36776137351989746]
[1291, 0.4723355770111084]
[1292, 0.2922065258026123]
[1293, 0.30521583557128906]
[1294, 0.3527498245239258]
[1295, 0.3237295150756836]
[1296, 0.26668667793273926]
[1297, 0.24667620658874512]
[1298, 0.25216054916381836]
[1299, 0.29370951652526855]
[1300, 0.3407423496246338]
[1301, 0.27871251106262207]
[1302, 0.27719688415527344]
[1303, 0.3212294578552246]
[1304, 0.2922239303588867]
[1305, 0.29374194145202637]
[1306, 0.3212287425994873]
[1307, 0.2701911926269531]
[1308, 0.3197286128997803]
[1309, 0.2691917419433594]
[1310, 0.31821155548095703]
[1311, 0.2541790008544922]
[1312, 0.2707066535949707]
[1313, 0.3592531681060791]
[1314, 0.2786986827850342]
[1315, 0.2756977081298828]
[1316, 0.32172727584838867]
[1317, 0.3107335567474365]
[1318, 0.24817585945129395]
[1319, 0.2666893005371094]
[1320, 0.26718974113464355]
[1321, 0.2832157611846924]
[1322, 0.2521839141845703]
[1323, 0.29322028160095215]
[1324, 0.5494427680969238]
[1325, 0.47936058044433594]
[1326, 0.5113711357116699]
[1327, 0.5709035396575928]
[1328, 0.5338785648345947]
[1329, 0.2997112274169922]
[1330, 0.35375165939331055]
[1331, 0.34574413299560547]
[1332, 0.27419543266296387]
[1333, 0.259183406829834]
[1334, 0.2687036991119385]
[1335, 0.30571699142456055]
[1336, 0.2927212715148926]
[1337, 0.328747034072876]
[1338, 0.34174108505249023]
[1339, 0.3772900104522705]
[1340, 0.31170225143432617]
[1341, 0.33528566360473633]
[1342, 0.38226819038391113]
[1343, 0.2888298034667969]
[1344, 0.35175037384033203]
[1345, 0.3072192668914795]
[1346, 0.2681896686553955]
[1347, 0.31722235679626465]
[1348, 0.32923388481140137]
[1349, 0.3257288932800293]
[1350, 0.355252742767334]
[1351, 0.34824657440185547]
[1352, 0.3282337188720703]
[1353, 0.3357381820678711]
[1354, 0.3447449207305908]
[1355, 0.2726938724517822]
[1356, 0.3097343444824219]
[1357, 0.28868818283081055]
[1358, 0.2967238426208496]
[1359, 0.2761819362640381]
[1360, 0.2887237071990967]
[1361, 0.2801995277404785]
[1362, 0.27500319480895996]
[1363, 0.3267514705657959]
[1364, 0.5844156742095947]
[1365, 0.5628969669342041]
[1366, 0.32272863388061523]
[1367, 0.2982301712036133]
[1368, 0.3347187042236328]
[1369, 0.5508909225463867]
[1370, 0.4388120174407959]
[1371, 0.49485111236572266]
[1372, 0.3112368583679199]
[1373, 0.30072784423828125]
[1374, 0.5779106616973877]
[1375, 0.4798405170440674]
[1376, 0.43981194496154785]
[1377, 0.5223710536956787]
[1378, 0.47583603858947754]
[1379, 0.3717646598815918]
[1380, 0.40828967094421387]
[1381, 0.417294979095459]
[1382, 0.3643162250518799]
[1383, 0.3692903518676758]
[1384, 0.43230676651000977]
[1385, 0.4172959327697754]
[1386, 0.6839871406555176]
[1387, 0.5468885898590088]
[1388, 0.35222601890563965]
[1389, 0.3087038993835449]
[1390, 0.4007847309112549]
[1391, 0.41078925132751465]
[1392, 0.33673906326293945]
[1393, 0.3242299556732178]
[1394, 0.41079139709472656]
[1395, 0.36325812339782715]
[1396, 0.3427436351776123]
[1397, 0.31123900413513184]
[1398, 0.32473015785217285]
[1399, 0.30322837829589844]
[1400, 0.3332223892211914]
[1401, 0.4122931957244873]
[1402, 0.33023929595947266]
[1403, 0.32324862480163574]
[1404, 0.31222033500671387]
[1405, 0.32224392890930176]
[1406, 0.3072202205657959]
[1407, 0.3572814464569092]
[1408, 0.2992117404937744]
[1409, 0.305234432220459]
[1410, 0.3572530746459961]
[1411, 0.35575294494628906]
[1412, 0.3117070198059082]
[1413, 0.32373046875]
[1414, 0.3097188472747803]
[1415, 0.31824564933776855]
[1416, 0.37976789474487305]
[1417, 0.34124135971069336]
[1418, 0.33673882484436035]
[1419, 0.30071306228637695]
[1420, 0.3167433738708496]
[1421, 0.29068684577941895]
[1422, 0.30673718452453613]
[1423, 0.34374284744262695]
[1424, 0.30620408058166504]
[1425, 0.30571508407592773]
[1426, 0.3327169418334961]
[1427, 0.31972694396972656]
[1428, 0.31725001335144043]
[1429, 0.3377397060394287]
[1430, 0.3263087272644043]
[1431, 0.325300931930542]
[1432, 0.33425235748291016]
[1433, 0.3432433605194092]
[1434, 0.3137226104736328]
[1435, 0.3142216205596924]
[1436, 0.3927795886993408]
[1437, 0.34924793243408203]
[1438, 0.34374308586120605]
[1439, 0.388761043548584]
[1440, 0.3927958011627197]
[1441, 0.5258753299713135]
[1442, 0.4558234214782715]
[1443, 0.33626532554626465]
[1444, 0.37978029251098633]
[1445, 0.3402419090270996]
[1446, 0.3252246379852295]
[1447, 0.33673691749572754]
[1448, 0.30571818351745605]
[1449, 0.33673954010009766]
[1450, 0.38478708267211914]
[1451, 0.433807373046875]
[1452, 0.36777329444885254]
[1453, 0.34373044967651367]
[1454, 0.340740442276001]
[1455, 0.478839635848999]
[1456, 0.3482475280761719]
[1457, 0.3452262878417969]
[1458, 0.5113499164581299]
[1459, 0.5088624954223633]
[1460, 0.3902902603149414]
[1461, 0.4117913246154785]
[1462, 0.3522496223449707]
[1463, 0.33823442459106445]
[1464, 0.32022786140441895]
[1465, 0.33423781394958496]
[1466, 0.4032866954803467]
[1467, 0.33223628997802734]
[1468, 0.41529393196105957]
[1469, 0.4578237533569336]
[1470, 0.37726831436157227]
[1471, 0.3862881660461426]
[1472, 0.3592417240142822]
[1473, 0.34174203872680664]
[1474, 0.3602578639984131]
[1475, 0.3842735290527344]
[1476, 0.47283434867858887]
[1477, 0.4152944087982178]
[1478, 0.3427443504333496]
[1479, 0.5393836498260498]
[1480, 0.50685715675354]
[1481, 0.7310192584991455]
[1482, 0.6244451999664307]
[1483, 0.4608273506164551]
[1484, 0.8085741996765137]
[1485, 0.694993257522583]
[1486, 0.4548227787017822]
[1487, 0.49285030364990234]
[1488, 0.36826229095458984]
[1489, 0.3767678737640381]
[1490, 0.3472273349761963]
[1491, 0.36829113960266113]
[1492, 0.3932785987854004]
[1493, 0.3567674160003662]
[1494, 0.3487539291381836]
[1495, 0.450319766998291]
[1496, 0.39028453826904297]
[1497, 0.46332859992980957]
[1498, 0.44481563568115234]
[1499, 0.3787698745727539]
[1500, 0.3832714557647705]
[1501, 0.3497467041015625]
[1502, 0.36525821685791016]
[1503, 0.3407609462738037]
[1504, 0.35377025604248047]
[1505, 0.3637533187866211]
[1506, 0.33976006507873535]
[1507, 0.34131669998168945]
[1508, 0.4523203372955322]
[1509, 0.33473753929138184]
[1510, 0.3932778835296631]
[1511, 0.3977820873260498]
[1512, 0.35526466369628906]
[1513, 0.4183769226074219]
[1514, 0.43782639503479004]
[1515, 0.4147801399230957]
[1516, 0.37277889251708984]
[1517, 0.3357720375061035]
[1518, 0.35724854469299316]
[1519, 0.40927624702453613]
[1520, 0.35376954078674316]
[1521, 0.445812463760376]
[1522, 0.3762688636779785]
[1523, 0.3902924060821533]
[1524, 0.4022836685180664]
[1525, 0.42530345916748047]
[1526, 0.422299861907959]
[1527, 0.4553241729736328]
[1528, 0.40628862380981445]
[1529, 0.43481969833374023]
[1530, 0.36575937271118164]
[1531, 0.3833909034729004]
[1532, 0.3897581100463867]
[1533, 0.3512535095214844]
[1534, 0.36575889587402344]
[1535, 0.3712444305419922]
[1536, 0.35828399658203125]
[1537, 0.3707449436187744]
[1538, 0.36678004264831543]
[1539, 0.5363948345184326]
[1540, 0.43280816078186035]
[1541, 0.44481515884399414]
[1542, 0.4033010005950928]
[1543, 0.42981958389282227]
[1544, 0.4958527088165283]
[1545, 0.5158679485321045]
[1546, 0.42280054092407227]
[1547, 0.4368250370025635]
[1548, 0.3937802314758301]
[1549, 0.4127941131591797]
[1550, 0.5799109935760498]
[1551, 0.4248158931732178]
[1552, 0.457324743270874]
[1553, 0.614936351776123]
[1554, 0.4318063259124756]
[1555, 0.3708310127258301]
[1556, 0.44881486892700195]
[1557, 0.3772544860839844]
[1558, 0.38028573989868164]
[1559, 0.40935802459716797]
[1560, 0.38726186752319336]
[1561, 0.6754798889160156]
[1562, 0.5478880405426025]
[1563, 0.43636012077331543]
[1564, 0.3888213634490967]
[1565, 0.37728285789489746]
[1566, 0.48984861373901367]
[1567, 0.4628291130065918]
[1568, 0.5744080543518066]
[1569, 0.6474604606628418]
[1570, 0.5524063110351562]
[1571, 0.6684622764587402]
[1572, 0.6684730052947998]
[1573, 0.4192984104156494]
[1574, 0.7695472240447998]
[1575, 0.3993339538574219]
[1576, 0.3802909851074219]
[1577, 0.569403886795044]
[1578, 0.3882753849029541]
[1579, 0.5464029312133789]
[1580, 0.39231204986572266]
[1581, 0.5289278030395508]
[1582, 0.39676713943481445]
[1583, 0.5929210186004639]
[1584, 0.63395094871521]
[1585, 0.4013230800628662]
[1586, 0.4247875213623047]
[1587, 0.37575340270996094]
[1588, 0.42928624153137207]
[1589, 0.491363525390625]
[1590, 0.5514824390411377]
[1591, 0.4798407554626465]
[1592, 0.530376672744751]
[1593, 0.568917989730835]
[1594, 0.39728593826293945]
[1595, 0.4082961082458496]
[1596, 0.38280296325683594]
[1597, 0.3957998752593994]
[1598, 0.4033045768737793]
[1599, 0.38175511360168457]
[1600, 0.43230748176574707]
[1601, 0.4333069324493408]
[1602, 0.3952805995941162]
[1603, 0.4127936363220215]
[1604, 0.40578556060791016]
[1605, 0.5568959712982178]
[1606, 0.40680551528930664]
[1607, 0.39928221702575684]
[1608, 0.401782751083374]
[1609, 0.3907921314239502]
[1610, 0.43643903732299805]
[1611, 0.38977527618408203]
[1612, 0.4408116340637207]
[1613, 0.6599693298339844]
[1614, 0.6404538154602051]
[1615, 0.4893472194671631]
[1616, 0.48082661628723145]
[1617, 0.44231319427490234]
[1618, 0.46881723403930664]
[1619, 0.5904178619384766]
[1620, 0.6769788265228271]
[1621, 0.7740490436553955]
[1622, 0.6890034675598145]
[1623, 0.4883439540863037]
[1624, 0.4433329105377197]
[1625, 0.4357912540435791]
[1626, 0.4648435115814209]
[1627, 0.47432398796081543]
[1628, 0.5824134349822998]
[1629, 0.44431447982788086]
[1630, 0.47084617614746094]
[1631, 0.6019279956817627]
[1632, 0.566403865814209]
[1633, 0.565901517868042]
[1634, 0.5899202823638916]
[1635, 0.505856990814209]
[1636, 0.5919189453125]
[1637, 0.5378813743591309]
[1638, 0.5588829517364502]
[1639, 0.46833229064941406]
[1640, 0.5238723754882812]
[1641, 0.40792059898376465]
[1642, 0.42580270767211914]
[1643, 0.41683125495910645]
[1644, 0.43781208992004395]
[1645, 0.42129993438720703]
[1646, 0.4097919464111328]
[1647, 0.527874231338501]
[1648, 0.49735283851623535]
[1649, 0.4293036460876465]
[1650, 0.4218711853027344]
[1651, 0.4197990894317627]
[1652, 0.4393119812011719]
[1653, 0.421795129776001]
[1654, 0.5799129009246826]
[1655, 0.41379475593566895]
[1656, 0.41379284858703613]
[1657, 0.4358072280883789]
[1658, 0.4553239345550537]
[1659, 0.5213828086853027]
[1660, 0.4503178596496582]
[1661, 0.47188854217529297]
[1662, 0.48084187507629395]
[1663, 0.47884058952331543]
[1664, 0.5349040031433105]
[1665, 0.45385003089904785]
[1666, 0.4318246841430664]
[1667, 0.45632433891296387]
[1668, 0.486344575881958]
[1669, 0.41730213165283203]
[1670, 0.461881160736084]
[1671, 0.44031310081481934]
[1672, 0.45432257652282715]
[1673, 0.4373207092285156]
[1674, 0.5003376007080078]
[1675, 0.5173664093017578]
[1676, 0.43332576751708984]
[1677, 0.4578251838684082]
[1678, 0.4183046817779541]
[1679, 0.5033602714538574]
[1680, 0.45589566230773926]
[1681, 0.4923551082611084]
[1682, 1.2163643836975098]
[1683, 0.8896312713623047]
[1684, 1.214362382888794]
[1685, 1.3194358348846436]
[1686, 0.6304469108581543]
[1687, 0.4743373394012451]
[1688, 0.4553234577178955]
[1689, 0.7980532646179199]
[1690, 0.6304473876953125]
[1691, 0.8140757083892822]
[1692, 0.592942476272583]
[1693, 0.741527795791626]
[1694, 0.5659008026123047]
[1695, 0.48535871505737305]
[1696, 0.44837355613708496]
[1697, 0.4528210163116455]
[1698, 0.4608907699584961]
[1699, 0.4503188133239746]
[1700, 0.45382142066955566]
[1701, 0.4653308391571045]
[1702, 0.49685144424438477]
[1703, 0.4723358154296875]
[1704, 0.47833871841430664]
[1705, 0.4458155632019043]
[1706, 0.4593379497528076]
[1707, 0.46632981300354004]
[1708, 0.46831488609313965]
[1709, 0.5018370151519775]
[1710, 0.5048577785491943]
[1711, 0.4608266353607178]
[1712, 0.5278747081756592]
[1713, 0.7845418453216553]
[1714, 0.6054303646087646]
[1715, 0.7165098190307617]
[1716, 1.2253706455230713]
[1717, 0.666973352432251]
[1718, 0.5764305591583252]
[1719, 0.47934412956237793]
[1720, 0.6469581127166748]
[1721, 0.7735497951507568]
[1722, 0.6519625186920166]
[1723, 0.6794824600219727]
[1724, 0.5038583278656006]
[1725, 0.45181965827941895]
[1726, 0.4363272190093994]
[1727, 0.44481468200683594]
[1728, 0.47783780097961426]
[1729, 0.5318765640258789]
[1730, 0.45632386207580566]
[1731, 0.44033193588256836]
[1732, 0.46037888526916504]
[1733, 0.45131993293762207]
[1734, 0.4743363857269287]
[1735, 0.47083330154418945]
[1736, 0.46331095695495605]
[1737, 0.5904183387756348]
[1738, 0.5949194431304932]
[1739, 0.5628993511199951]
[1740, 0.5384013652801514]
[1741, 0.5350728034973145]
[1742, 0.5814089775085449]
[1743, 0.48738598823547363]
[1744, 0.45981287956237793]
[1745, 0.6954953670501709]
[1746, 0.5439743995666504]
[1747, 0.4678494930267334]
[1748, 0.47182273864746094]
[1749, 0.44931697845458984]
[1750, 0.571906566619873]
[1751, 0.6279449462890625]
[1752, 0.5508921146392822]
[1753, 0.4648289680480957]
[1754, 0.47331809997558594]
[1755, 0.48282814025878906]
[1756, 0.4893312454223633]
[1757, 0.4939088821411133]
[1758, 0.48033952713012695]
[1759, 0.4628324508666992]
[1760, 0.4743170738220215]
[1761, 0.4823615550994873]
[1762, 0.4728355407714844]
[1763, 0.47885799407958984]
[1764, 0.5348556041717529]
[1765, 0.47583794593811035]
[1766, 0.48282337188720703]
[1767, 0.5684010982513428]
[1768, 0.48284029960632324]
[1769, 0.47834277153015137]
[1770, 0.4868299961090088]
[1771, 0.4818284511566162]
[1772, 0.48034071922302246]
[1773, 0.48589110374450684]
[1774, 0.4743385314941406]
[1775, 0.48236584663391113]
[1776, 0.4983522891998291]
[1777, 0.5194699764251709]
[1778, 0.4678335189819336]
[1779, 0.49233102798461914]
[1780, 0.4848601818084717]
[1781, 0.4863460063934326]
[1782, 0.5398845672607422]
[1783, 0.702045202255249]
[1784, 0.5073602199554443]
[1785, 0.48635005950927734]
[1786, 0.48984742164611816]
[1787, 0.58841872215271]
[1788, 0.5563948154449463]
[1789, 0.4798586368560791]
[1790, 0.501838207244873]
[1791, 0.49285006523132324]
[1792, 0.6345212459564209]
[1793, 0.7019979953765869]
[1794, 0.7910623550415039]
[1795, 0.917651891708374]
[1796, 0.6114671230316162]
[1797, 0.5043516159057617]
[1798, 0.5338597297668457]
[1799, 0.7510342597961426]
[1800, 0.6119349002838135]
[1801, 0.5222141742706299]
[1802, 0.5073778629302979]
[1803, 0.48734211921691895]
[1804, 0.6550602912902832]
[1805, 1.0942769050598145]
[1806, 0.7715468406677246]
[1807, 0.5538938045501709]
[1808, 0.5028572082519531]
[1809, 0.49587130546569824]
[1810, 0.4793212413787842]
[1811, 0.5218698978424072]
[1812, 0.5008349418640137]
[1813, 0.5704126358032227]
[1814, 0.5058608055114746]
[1815, 0.4938504695892334]
[1816, 0.4938817024230957]
[1817, 0.5083801746368408]
[1818, 0.502856969833374]
[1819, 0.4878659248352051]
[1820, 0.5078425407409668]
[1821, 0.506340742111206]
[1822, 0.5038585662841797]
[1823, 0.5013382434844971]
[1824, 0.5429470539093018]
[1825, 0.49785375595092773]
[1826, 0.5138461589813232]
[1827, 0.4958517551422119]
[1828, 0.5578775405883789]
[1829, 0.5378966331481934]
[1830, 0.5033426284790039]
[1831, 0.5028555393218994]
[1832, 0.5113756656646729]
[1833, 0.5123648643493652]
[1834, 0.5093412399291992]
[1835, 0.6239755153656006]
[1836, 0.8991415500640869]
[1837, 1.0997810363769531]
[1838, 0.775550365447998]
[1839, 0.5298898220062256]
[1840, 0.6535346508026123]
[1841, 0.6399533748626709]
[1842, 0.8145773410797119]
[1843, 0.723013162612915]
[1844, 0.5218894481658936]
[1845, 0.5213890075683594]
[1846, 0.48233962059020996]
[1847, 0.6104147434234619]
[1848, 0.5333776473999023]
[1849, 0.5058820247650146]
[1850, 0.4818439483642578]
[1851, 0.5078606605529785]
[1852, 0.5028553009033203]
[1853, 0.5103428363800049]
[1854, 0.53090500831604]
[1855, 0.9801959991455078]
[1856, 0.8241133689880371]
[1857, 0.5424041748046875]
[1858, 0.4988718032836914]
[1859, 0.5123805999755859]
[1860, 0.49234938621520996]
[1861, 0.5168783664703369]
[1862, 0.5223896503448486]
[1863, 0.5844326019287109]
[1864, 0.5589103698730469]
[1865, 0.5209479331970215]
[1866, 0.5109784603118896]
[1867, 0.5393815040588379]
[1868, 0.5213503837585449]
[1869, 0.5208513736724854]
[1870, 0.5008556842803955]
[1871, 0.5594229698181152]
[1872, 0.5949208736419678]
[1873, 0.5714046955108643]
[1874, 0.543886661529541]
[1875, 0.5378627777099609]
[1876, 0.5243902206420898]
[1877, 0.5558762550354004]
[1878, 0.549891471862793]
[1879, 0.5519437789916992]
[1880, 0.6050446033477783]
[1881, 0.5469050407409668]
[1882, 0.5213892459869385]
[1883, 0.544886589050293]
[1884, 0.5214102268218994]
[1885, 0.5374541282653809]
[1886, 0.5113606452941895]
[1887, 0.5684037208557129]
[1888, 0.5164413452148438]
[1889, 0.536442756652832]
[1890, 0.5488715171813965]
[1891, 0.5464072227478027]
[1892, 0.5558955669403076]
[1893, 0.5483899116516113]
[1894, 0.52435302734375]
[1895, 0.5123648643493652]
[1896, 0.5258750915527344]
[1897, 0.515364408493042]
[1898, 0.5553948879241943]
[1899, 0.6099317073822021]
[1900, 0.5919208526611328]
[1901, 0.6044270992279053]
[1902, 0.5839142799377441]
[1903, 0.5194380283355713]
[1904, 0.5184035301208496]
[1905, 0.5413851737976074]
[1906, 0.5538735389709473]
[1907, 0.5664019584655762]
[1908, 0.7575221061706543]
[1909, 0.7105050086975098]
[1910, 0.758554220199585]
[1911, 0.6219394207000732]
[1912, 0.8271288871765137]
[1913, 0.6429567337036133]
[1914, 0.7941155433654785]
[1915, 1.3319447040557861]
[1916, 0.8511180877685547]
[1917, 0.6284470558166504]
[1918, 0.6494598388671875]
[1919, 0.6529629230499268]
[1920, 0.5418844223022461]
[1921, 0.5508852005004883]
[1922, 0.6164374351501465]
[1923, 0.5674216747283936]
[1924, 0.7825338840484619]
[1925, 0.5644028186798096]
[1926, 0.7156894207000732]
[1927, 0.5924811363220215]
[1928, 0.5555112361907959]
[1929, 0.5879168510437012]
[1930, 0.6659722328186035]
[1931, 0.5984251499176025]
[1932, 0.5703856945037842]
[1933, 0.5860190391540527]
[1934, 0.5974249839782715]
[1935, 0.578911304473877]
[1936, 0.553891658782959]
[1937, 0.5684223175048828]
[1938, 0.5794696807861328]
[1939, 0.57802414894104]
